date,symbol,close
2024-05-03,HARBOR,99.130622
2024-05-03,TERRA,92.216356
2024-05-06,AURORA,108.920788
2024-05-06,CIRRUS,104.661968
2024-05-06,HARBOR,99.129837
2024-05-06,TERRA,91.568429
2024-05-07,AURORA,109.783754
2024-05-07,CIRRUS,104.366292
2024-05-07,HARBOR,98.982386
2024-05-07,TERRA,92.689071
2024-05-08,AURORA,110.558186
2024-05-08,CIRRUS,105.022974
2024-05-08,HARBOR,99.247626
2024-05-08,TERRA,92.454966
2024-05-09,AURORA,110.920813
2024-05-09,CIRRUS,105.126328
2024-05-09,HARBOR,99.086497
2024-05-09,TERRA,93.223510
2024-05-10,AURORA,111.547107
2024-05-10,CIRRUS,105.502296
2024-05-10,HARBOR,99.125560
2024-05-10,TERRA,93.096681
2024-05-13,AURORA,111.884813
2024-05-13,CIRRUS,105.718288
2024-05-13,HARBOR,99.157183
2024-05-13,TERRA,93.656797
2024-05-14,AURORA,109.732585
2024-05-14,CIRRUS,105.867128
2024-05-14,HARBOR,99.173471
2024-05-14,TERRA,94.436585
2024-05-15,AURORA,107.113916
2024-05-15,CIRRUS,106.116035
2024-05-15,HARBOR,99.071032
2024-05-15,TERRA,92.513928
2024-05-16,AURORA,107.696495
2024-05-16,CIRRUS,105.572575
2024-05-16,HARBOR,99.017671
2024-05-16,TERRA,93.043907
2024-05-17,AURORA,107.901282
2024-05-17,CIRRUS,105.968211
2024-05-17,HARBOR,99.076430
2024-05-17,TERRA,93.755498
2024-05-20,AURORA,108.876083
2024-05-20,CIRRUS,105.789985
2024-05-20,HARBOR,98.794138
2024-05-20,TERRA,94.130312
2024-05-21,AURORA,107.541659
2024-05-21,CIRRUS,105.503786
2024-05-21,HARBOR,98.740608
2024-05-21,TERRA,94.980227
2024-05-22,AURORA,107.421972
2024-05-22,CIRRUS,105.220588
2024-05-22,HARBOR,98.761650
2024-05-22,TERRA,95.139377
2024-05-23,AURORA,107.323110
2024-05-23,CIRRUS,105.042802
2024-05-23,HARBOR,98.622199
2024-05-23,TERRA,95.662065
2024-05-24,AURORA,107.877242
2024-05-24,CIRRUS,105.474328
2024-05-24,HARBOR,98.584376
2024-05-24,TERRA,96.393706
2024-05-27,AURORA,107.853429
2024-05-27,CIRRUS,105.269628
2024-05-27,HARBOR,98.657567
2024-05-27,TERRA,95.805731
2024-05-28,AURORA,106.872060
2024-05-28,CIRRUS,104.770116
2024-05-28,HARBOR,98.947595
2024-05-28,TERRA,95.559139
2024-05-29,AURORA,105.459729
2024-05-29,CIRRUS,105.523882
2024-05-29,HARBOR,98.903305
2024-05-29,TERRA,94.520193
2024-05-30,AURORA,104.327523
2024-05-30,CIRRUS,105.981405
2024-05-30,HARBOR,98.533853
2024-05-30,TERRA,93.576323
2024-05-31,AURORA,104.922406
2024-05-31,CIRRUS,105.692529
2024-05-31,HARBOR,98.529418
2024-05-31,TERRA,94.557458
2024-06-03,AURORA,105.163897
2024-06-03,CIRRUS,105.608450
2024-06-03,HARBOR,98.466570
2024-06-03,TERRA,95.565176
2024-06-04,AURORA,104.031537
2024-06-04,CIRRUS,105.618464
2024-06-04,HARBOR,98.484898
2024-06-04,TERRA,95.711931
2024-06-05,AURORA,102.503936
2024-06-05,CIRRUS,106.144917
2024-06-05,HARBOR,98.525010
2024-06-05,TERRA,94.811997
2024-06-06,AURORA,102.479448
2024-06-06,CIRRUS,105.755868
2024-06-06,HARBOR,98.628223
2024-06-06,TERRA,95.345127
2024-06-07,AURORA,102.397494
2024-06-07,CIRRUS,105.919116
2024-06-07,HARBOR,98.924492
2024-06-07,TERRA,94.340549
2024-06-10,AURORA,101.877567
2024-06-10,CIRRUS,105.630314
2024-06-10,HARBOR,98.907074
2024-06-10,TERRA,94.164410
2024-06-11,AURORA,102.526396
2024-06-11,CIRRUS,104.952355
2024-06-11,HARBOR,98.961547
2024-06-11,TERRA,94.611124
2024-06-12,AURORA,102.040916
2024-06-12,CIRRUS,105.012469
2024-06-12,HARBOR,99.024625
2024-06-12,TERRA,95.533999
2024-06-13,AURORA,100.427908
2024-06-13,CIRRUS,105.056600
2024-06-13,HARBOR,99.254353
2024-06-13,TERRA,94.623756
2024-06-14,AURORA,99.264093
2024-06-14,CIRRUS,105.301201
2024-06-14,HARBOR,99.419770
2024-06-14,TERRA,93.138470
2024-06-17,AURORA,95.822242
2024-06-17,CIRRUS,105.843243
2024-06-17,HARBOR,99.252710
2024-06-17,TERRA,92.967524
2024-06-18,AURORA,95.128981
2024-06-18,CIRRUS,106.231692
2024-06-18,HARBOR,99.327022
2024-06-18,TERRA,92.372033
2024-06-19,AURORA,96.429782
2024-06-19,CIRRUS,106.218853
2024-06-19,HARBOR,98.854931
2024-06-19,TERRA,92.140027
2024-06-20,AURORA,95.617573
2024-06-20,CIRRUS,106.716946
2024-06-20,HARBOR,99.030655
2024-06-20,TERRA,91.989628
2024-06-21,AURORA,95.277999
2024-06-21,CIRRUS,106.772623
2024-06-21,HARBOR,99.000149
2024-06-21,TERRA,92.367373
2024-06-24,AURORA,95.481222
2024-06-24,CIRRUS,106.488873
2024-06-24,HARBOR,99.086847
2024-06-24,TERRA,91.424135
2024-06-25,AURORA,95.486417
2024-06-25,CIRRUS,106.418061
2024-06-25,HARBOR,99.037974
2024-06-25,TERRA,91.929306
2024-06-26,AURORA,95.016434
2024-06-26,CIRRUS,106.562472
2024-06-26,HARBOR,99.070952
2024-06-26,TERRA,91.742938
2024-06-27,AURORA,95.203556
2024-06-27,CIRRUS,106.672303
2024-06-27,HARBOR,99.052380
2024-06-27,TERRA,91.223551
2024-06-28,AURORA,97.533775
2024-06-28,CIRRUS,105.798271
2024-06-28,HARBOR,98.985126
2024-06-28,TERRA,92.206339
2024-07-01,AURORA,97.901423
2024-07-01,CIRRUS,105.677398
2024-07-01,HARBOR,98.829711
2024-07-01,TERRA,91.419686
2024-07-02,AURORA,97.078682
2024-07-02,CIRRUS,106.576000
2024-07-02,HARBOR,98.584269
2024-07-02,TERRA,90.593642
2024-07-03,AURORA,96.074983
2024-07-03,CIRRUS,107.091558
2024-07-03,HARBOR,98.589610
2024-07-03,TERRA,90.062836
2024-07-04,AURORA,96.387190
2024-07-04,CIRRUS,107.212740
2024-07-04,HARBOR,98.464923
2024-07-04,TERRA,90.284024
2024-07-05,AURORA,97.975330
2024-07-05,CIRRUS,106.494693
2024-07-05,HARBOR,98.431398
2024-07-05,TERRA,90.326002
2024-07-08,AURORA,98.397675
2024-07-08,CIRRUS,106.691259
2024-07-08,HARBOR,98.565104
2024-07-08,TERRA,90.213041
2024-07-09,AURORA,99.529602
2024-07-09,CIRRUS,106.913849
2024-07-09,HARBOR,98.506627
2024-07-09,TERRA,91.087323
2024-07-10,AURORA,102.353241
2024-07-10,CIRRUS,106.122817
2024-07-10,HARBOR,98.486503
2024-07-10,TERRA,92.807497
2024-07-11,AURORA,102.534950
2024-07-11,CIRRUS,105.977121
2024-07-11,HARBOR,98.267578
2024-07-11,TERRA,93.108142
2024-07-12,AURORA,103.665134
2024-07-12,CIRRUS,105.968278
2024-07-12,HARBOR,98.327696
2024-07-12,TERRA,92.521037
2024-07-15,AURORA,102.181729
2024-07-15,CIRRUS,106.169730
2024-07-15,HARBOR,98.516152
2024-07-15,TERRA,92.419446
2024-07-16,AURORA,100.802412
2024-07-16,CIRRUS,106.519274
2024-07-16,HARBOR,98.459599
2024-07-16,TERRA,92.654125
2024-07-17,AURORA,99.462618
2024-07-17,CIRRUS,105.998003
2024-07-17,HARBOR,98.469620
2024-07-17,TERRA,91.553210
2024-07-18,AURORA,98.279034
2024-07-18,CIRRUS,106.161064
2024-07-18,HARBOR,98.554117
2024-07-18,TERRA,90.619962
2024-07-19,AURORA,97.644614
2024-07-19,CIRRUS,105.588097
2024-07-19,HARBOR,98.613267
2024-07-19,TERRA,90.407068
2024-07-22,AURORA,96.281274
2024-07-22,CIRRUS,106.271887
2024-07-22,HARBOR,98.737120
2024-07-22,TERRA,89.982217
2024-07-23,AURORA,96.512847
2024-07-23,CIRRUS,106.271720
2024-07-23,HARBOR,98.729505
2024-07-23,TERRA,90.075688
2024-07-24,AURORA,95.895411
2024-07-24,CIRRUS,106.597526
2024-07-24,HARBOR,98.706615
2024-07-24,TERRA,89.597488
2024-07-25,AURORA,97.350628
2024-07-25,CIRRUS,107.501029
2024-07-25,HARBOR,98.849078
2024-07-25,TERRA,90.683220
2024-07-26,AURORA,98.072478
2024-07-26,CIRRUS,107.655796
2024-07-26,HARBOR,98.784568
2024-07-26,TERRA,90.932254
2024-07-29,AURORA,97.790043
2024-07-29,CIRRUS,107.600250
2024-07-29,HARBOR,98.680514
2024-07-29,TERRA,91.209143
2024-07-30,AURORA,98.658967
2024-07-30,CIRRUS,107.481836
2024-07-30,HARBOR,98.691988
2024-07-30,TERRA,90.928428
2024-07-31,AURORA,97.617942
2024-07-31,CIRRUS,107.759667
2024-07-31,HARBOR,98.956300
2024-07-31,TERRA,91.272069
2024-08-01,AURORA,96.593343
2024-08-01,CIRRUS,107.238452
2024-08-01,HARBOR,99.125717
2024-08-01,TERRA,91.262782
2024-08-02,AURORA,95.453243
2024-08-02,CIRRUS,108.039957
2024-08-02,HARBOR,99.339919
2024-08-02,TERRA,90.183275
2024-08-05,AURORA,95.558049
2024-08-05,CIRRUS,108.752219
2024-08-05,HARBOR,99.436266
2024-08-05,TERRA,89.461217
2024-08-06,AURORA,95.949793
2024-08-06,CIRRUS,108.844272
2024-08-06,HARBOR,99.434820
2024-08-06,TERRA,89.509268
2024-08-07,AURORA,99.557501
2024-08-07,CIRRUS,108.647957
2024-08-07,HARBOR,99.282332
2024-08-07,TERRA,90.808351
2024-08-08,AURORA,98.962988
2024-08-08,CIRRUS,109.182188
2024-08-08,HARBOR,99.240421
2024-08-08,TERRA,91.103586
2024-08-09,AURORA,98.876171
2024-08-09,CIRRUS,108.800549
2024-08-09,HARBOR,99.316493
2024-08-09,TERRA,91.163898
2024-08-12,AURORA,99.447106
2024-08-12,CIRRUS,108.580767
2024-08-12,HARBOR,99.416926
2024-08-12,TERRA,91.442424
2024-08-13,AURORA,99.154392
2024-08-13,CIRRUS,108.714420
2024-08-13,HARBOR,99.203875
2024-08-13,TERRA,90.083827
2024-08-14,AURORA,98.038055
2024-08-14,CIRRUS,108.842075
2024-08-14,HARBOR,99.226993
2024-08-14,TERRA,90.360059
2024-08-15,AURORA,98.862225
2024-08-15,CIRRUS,108.227769
2024-08-15,HARBOR,99.127080
2024-08-15,TERRA,89.089196
2024-08-16,AURORA,99.083455
2024-08-16,CIRRUS,108.333757
2024-08-16,HARBOR,99.173736
2024-08-16,TERRA,89.691327
2024-08-19,AURORA,97.994386
2024-08-19,CIRRUS,108.867366
2024-08-19,HARBOR,99.329273
2024-08-19,TERRA,88.498403
2024-08-20,AURORA,97.286079
2024-08-20,CIRRUS,108.821756
2024-08-20,HARBOR,99.443760
2024-08-20,TERRA,88.099625
2024-08-21,AURORA,96.848133
2024-08-21,CIRRUS,108.567284
2024-08-21,HARBOR,99.517709
2024-08-21,TERRA,86.393384
2024-08-22,AURORA,97.667192
2024-08-22,CIRRUS,108.637659
2024-08-22,HARBOR,99.641711
2024-08-22,TERRA,86.669477
2024-08-23,AURORA,96.892399
2024-08-23,CIRRUS,109.078016
2024-08-23,HARBOR,99.630923
2024-08-23,TERRA,86.689781
2024-08-26,AURORA,96.053844
2024-08-26,CIRRUS,109.183604
2024-08-26,HARBOR,99.678183
2024-08-26,TERRA,86.032837
2024-08-27,AURORA,96.977307
2024-08-27,CIRRUS,108.713918
2024-08-27,HARBOR,99.800170
2024-08-27,TERRA,86.060867
2024-08-28,AURORA,95.863081
2024-08-28,CIRRUS,108.908825
2024-08-28,HARBOR,99.865082
2024-08-28,TERRA,86.764981
2024-08-29,AURORA,95.187115
2024-08-29,CIRRUS,108.987623
2024-08-29,HARBOR,100.002118
2024-08-29,TERRA,86.243876
2024-08-30,AURORA,96.099607
2024-08-30,CIRRUS,108.398286
2024-08-30,HARBOR,99.977608
2024-08-30,TERRA,86.344103
2024-09-02,AURORA,95.971006
2024-09-02,CIRRUS,108.223063
2024-09-02,HARBOR,100.010311
2024-09-02,TERRA,86.574214
2024-09-03,AURORA,95.258964
2024-09-03,CIRRUS,109.319908
2024-09-03,HARBOR,99.920800
2024-09-03,TERRA,86.271300
2024-09-04,AURORA,94.198452
2024-09-04,CIRRUS,110.021426
2024-09-04,HARBOR,99.920206
2024-09-04,TERRA,86.025217
2024-09-05,AURORA,94.720135
2024-09-05,CIRRUS,110.484729
2024-09-05,HARBOR,100.029300
2024-09-05,TERRA,86.408785
2024-09-06,AURORA,94.768005
2024-09-06,CIRRUS,110.488701
2024-09-06,HARBOR,99.869612
2024-09-06,TERRA,87.087139
2024-09-09,AURORA,93.628501
2024-09-09,CIRRUS,110.641640
2024-09-09,HARBOR,99.906861
2024-09-09,TERRA,86.731404
2024-09-10,AURORA,92.045940
2024-09-10,CIRRUS,110.619384
2024-09-10,HARBOR,100.052809
2024-09-10,TERRA,86.534659
2024-09-11,AURORA,90.500311
2024-09-11,CIRRUS,111.281374
2024-09-11,HARBOR,100.189295
2024-09-11,TERRA,85.284333
2024-09-12,AURORA,90.181969
2024-09-12,CIRRUS,111.166024
2024-09-12,HARBOR,100.359158
2024-09-12,TERRA,84.312031
2024-09-13,AURORA,88.911791
2024-09-13,CIRRUS,111.787669
2024-09-13,HARBOR,100.108731
2024-09-13,TERRA,83.069121
2024-09-16,AURORA,90.201690
2024-09-16,CIRRUS,111.613785
2024-09-16,HARBOR,100.167049
2024-09-16,TERRA,82.826856
2024-09-17,AURORA,91.519460
2024-09-17,CIRRUS,111.355108
2024-09-17,HARBOR,100.212602
2024-09-17,TERRA,83.343302
2024-09-18,AURORA,90.562395
2024-09-18,CIRRUS,112.035560
2024-09-18,HARBOR,100.252850
2024-09-18,TERRA,83.250019
2024-09-19,AURORA,90.810189
2024-09-19,CIRRUS,112.255003
2024-09-19,HARBOR,100.249369
2024-09-19,TERRA,82.050157
2024-09-20,AURORA,88.578717
2024-09-20,CIRRUS,112.626489
2024-09-20,HARBOR,100.004267
2024-09-20,TERRA,81.232872
2024-09-23,AURORA,89.582972
2024-09-23,CIRRUS,112.138659
2024-09-23,HARBOR,100.109153
2024-09-23,TERRA,81.042250
2024-09-24,AURORA,91.613732
2024-09-24,CIRRUS,112.294968
2024-09-24,HARBOR,100.063482
2024-09-24,TERRA,82.655645
2024-09-25,AURORA,91.221683
2024-09-25,CIRRUS,112.737689
2024-09-25,HARBOR,99.984912
2024-09-25,TERRA,82.956805
2024-09-26,AURORA,92.709465
2024-09-26,CIRRUS,112.524146
2024-09-26,HARBOR,99.949086
2024-09-26,TERRA,84.058477
2024-09-27,AURORA,94.285421
2024-09-27,CIRRUS,112.357883
2024-09-27,HARBOR,100.013981
2024-09-27,TERRA,83.931193
2024-09-30,AURORA,94.459327
2024-09-30,CIRRUS,112.390801
2024-09-30,HARBOR,99.960737
2024-09-30,TERRA,84.785980
2024-10-01,AURORA,94.357346
2024-10-01,CIRRUS,112.264911
2024-10-01,HARBOR,99.547378
2024-10-01,TERRA,84.713104
2024-10-02,AURORA,93.949152
2024-10-02,CIRRUS,112.632882
2024-10-02,HARBOR,99.444139
